#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU706	GDL|99.3|KP160714|NA;	k:Fungi	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU707	GS|98.3|MF484898|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Chytridiomycota	k:Protista
OTU708	US|0.9485|KU559821|NA;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi	k:Fungi,p:Rozellomycota
OTU709	GS|100.0|KF636766|SH1551385.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiotremataceae,g:Lophiotrema,s:Lophiotrema rubi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiotremataceae,g:Lophiotrema,s:Lophiotrema rubi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiotremataceae,g:Lophiotrema,s:Lophiotrema rubi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiotremataceae
OTU710	US|0.8882|FJ797486|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Paracercomonas	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU711	GSL|100.0|KP170654|SH1525447.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraphaeosphaeria,s:Paraphaeosphaeria parmeliae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraphaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraphaeosphaeria,s:Paraphaeosphaeria parmeliae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Paraphaeosphaeria
OTU712	US|0.9110|KP160524|NA;k:Metazoa,p:Cnidaria,c:Anthozoa,o:Actiniaria	k:Fungi	No hit	k:Metazoa,p:Cnidaria,c:Anthozoa,o:Actiniaria
OTU713	GS|99.0|EU886760|SH1524434.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Lecanicillium,s:Lecanicillium fungicola	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Lecanicillium,s:Lecanicillium fungicola	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Lecanicillium,s:Lecanicillium fungicola	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Lecanicillium
OTU714	US|0.9377|EU690939|NA;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Leprocaulales	k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Leprocaulales
OTU715	GS|100.0|MF570329|NA;k:Fungi,p:Ascomycota,g:Ciliophora	k:Fungi,p:Ascomycota,g:Ciliophora	No hit	k:Fungi,p:Rozellomycota
OTU716	US|0.9090|DQ202267|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae,g:Clavaria,s:Clavaria inaequalis	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU717	GS|100.0|AY344801|SH1578104.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Hypomyces,s:Hypomyces microspermus	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Hypomyces,s:Hypomyces microspermus	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Hypomyces	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae
OTU718	US|0.9377|KY697608|SH1191815.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales,f:Sclerogastraceae,g:Sclerogaster	k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU719	GSL|100.0|MG780401|SH1526398.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae
OTU720	GS|100.0|HQ850434|SH1636084.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
OTU721	US|0.9598|KX776919|NA;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit	k:Rhizaria,p:Cercozoa
OTU722	GS|98.7|EU516994|SH1242029.08FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU723	GS|100.0|KX194931|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU724	US|0.9138|MF486840|NA;k:Rhodoplantae,p:Rhodophyta,c:Florideophyceae,o:Gracilariales	k:Fungi,p:Ascomycota	No hit	k:Rhodoplantae,p:Rhodophyta,c:Florideophyceae,o:Gracilariales
OTU725	GS|97.9|MF611792|NA;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae,g:Tuber	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae,g:Tuber	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae,g:Tuber	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Tuberaceae
OTU726	GS|100.0|MG808377|SH1549605.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Trichosphaeriales,f:Trichosphaeriaceae,g:Nigrospora,s:Nigrospora oryzae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Trichosphaeriales,f:Trichosphaeriaceae,g:Nigrospora,s:Nigrospora oryzae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Trichosphaeriales,f:Trichosphaeriaceae,g:Nigrospora	k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU727	GS|97.9|GU313610|NA;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales	k:Fungi	k:Fungi,p:Ascomycota,c:Lecanoromycetes	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales
OTU728	SS|1.0000|LN850553|SH1244512.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma,s:Entoloma dysthales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma,s:Entoloma dysthales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Entolomataceae,g:Entoloma,s:Entoloma dysthales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales
OTU729	GS|97.8|MH451952|NA;k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Geoglossomycetes,o:Geoglossales
OTU730	SS|0.8500|JF691152|SH1156343.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi
OTU731	SS|1.0000|KY574364|SH1528317.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae
OTU732	GS|98.2|MG916161|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU733	SS|1.0000|KX221902|NA;k:Rhizaria,p:Cercozoa	k:Fungi	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU734	SS|1.0000|JQ346855|SH1566384.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae
OTU735	GDL|100.0|MF571230|NA;	k:Fungi	No hit	k:Amoebozoa,p:Discosea
OTU736	US|0.9690|None;k:Rhizaria,p:Cercozoa	No hit	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU737	GS|99.2|EF445997|NA;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae	k:Fungi,p:Ascomycota,c:Orbiliomycetes
OTU738	GS|97.7|MF963940|SH1209548.08FU;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Ageratina	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Ageratina	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Ageratina	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales
OTU739	US|0.9598|MF484875|NA;k:Fungi,p:Olpidiomycota	k:Metazoa,p:Arthropoda,c:Insecta,o:Diptera	k:Fungi	k:Fungi,p:Olpidiomycota
OTU740	GDL|98.4|MF971363|NA;	k:Fungi	No hit	k:Alveolata,p:Ciliophora
OTU741	GSL|100.0|KU745334|SH1649269.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae
OTU742	US|0.9110|KP160561|NA;k:Metazoa,p:Cnidaria,c:Anthozoa,o:Actiniaria	k:Fungi	No hit	k:Metazoa,p:Cnidaria,c:Anthozoa,o:Actiniaria
OTU743	GS|98.6|KF476772|SH1633468.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Russulaceae,g:Russula	k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU744	SS|1.0000|KP160891|NA;k:Rhizaria,p:Cercozoa	k:Fungi	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU745	US|0.9145|None;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales	No hit	No hit	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales
OTU746	GS|99.5|MG160908|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae
OTU747	SS|0.9800|FJ797458|NA;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas	k:Rhizaria,p:Cercozoa	k:Fungi
OTU748	SS|0.8000|JX946679|NA;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Xenopolyscytalum,s:Xenopolyscytalum pinea	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota
OTU749	GSL|100.0|MG220435|SH1507374.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae,g:Diplodia,s:Diplodia corticola	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae,g:Diplodia,s:Diplodia corticola	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae,g:Diplodia
OTU750	GS|100.0|EF519906|SH1650286.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella alpina	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella alpina	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella alpina	No hit
OTU751	GS|99.2|KT197898|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena,s:Mycena rebaudengoi	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena,s:Mycena rebaudengoi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena
OTU752	SS|1.0000|KU559670|SH1558525.08FU;k:Fungi	k:Fungi	k:Fungi	k:Fungi
OTU753	SS|1.0000|JX999048|SH1242244.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU754	GS|98.1|KJ827813|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota
OTU755	GSL|100.0|EF159555|SH1515065.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales
OTU756	GS|100.0|KU536272|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU757	SS|0.9800|MF481351|NA;k:Fungi,p:Chytridiomycota	k:Fungi,p:Chytridiomycota,c:Spizellomycetes,o:Spizellomycetales	k:Fungi,p:Chytridiomycota	k:Fungi,p:Chytridiomycota
OTU758	GSL|100.0|KY940494|SH1610161.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Cylindrocarpon	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Cylindrocarpon	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Dactylonectria
OTU759	GS|98.1|KT196015|NA;k:Fungi,p:Rozellomycota	k:Fungi	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota
OTU760	GS|99.5|KU536937|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota
OTU761	GDL|98.0|KP160426|NA;	k:Fungi	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa
OTU762	US|0.9831|None;k:Rhizaria,p:Cercozoa	No hit	No hit	k:Rhizaria,p:Cercozoa
OTU764	US|0.9975|None;k:Protista	No hit	No hit	k:Protista
OTU765	GS|99.3|MF570361|NA;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae
OTU766	SS|0.8000|KU839131|SH1635780.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota
OTU767	US|0.9145|None;k:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Urocystidales	No hit	No hit	k:Fungi,p:Basidiomycota,c:Ustilaginomycetes,o:Urocystidales
OTU768	GS|98.8|KF547912|NA;k:Heterolobosa,c:Heterolobosea,o:Schizopyrenida,f:Vahlkampfiidae,g:Allovahlkampfia	k:Heterolobosa,c:Heterolobosea,o:Schizopyrenida,f:Vahlkampfiidae,g:Allovahlkampfia	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales
OTU769	GDL|99.3|MF485536|NA;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Gymnoascaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales,f:Gymnoascaceae
OTU770	US|0.9110|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	No hit	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales
OTU771	US|0.9580|None;k:Fungi,p:Olpidiomycota	No hit	No hit	k:Fungi,p:Olpidiomycota
OTU772	US|0.9396|KX222825|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU773	GS|97.3|KP160447|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae
OTU774	US|0.8470|KT219026|NA;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiotremataceae,g:Lophiotrema	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiotremataceae,g:Lophiotrema
OTU775	US|0.9831|MF571272|NA;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit	k:Rhizaria,p:Cercozoa
OTU776	GS|98.9|MG429649|NA;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus
OTU777	SS|1.0000|AY988395|NA;k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Cupressaceae,g:Juniperus	k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Cupressaceae,g:Juniperus	k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Cupressaceae,g:Juniperus	k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Cupressaceae
OTU778	GS|98.2|MH452351|NA;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus
OTU779	GSL|100.0|UDB039569|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Pochonia,s:Pochonia bulbillosa	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Pochonia,s:Pochonia bulbillosa	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Pochonia
OTU780	GDL|100.0|KY228566|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,g:Conlarium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,g:Conlarium
OTU781	SS|1.0000|KM247650|SH1577783.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Helvellaceae,g:Helvella	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Helvellaceae,g:Helvella	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Helvellaceae,g:Helvella	k:Fungi
OTU782	GS|99.4|KU538994|NA;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	k:Fungi	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales
OTU783	GSL|100.0|EU280081|SH1567965.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma
OTU784	GS|100.0|KX610428|SH1151712.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota
OTU785	US|0.9138|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU786	GS|97.2|KT269643|SH1567587.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae	k:Fungi,p:Ascomycota
OTU787	US|0.9935|KP160383|NA;k:Protista	k:Fungi	No hit	k:Protista
OTU788	GS|100.0|LS484638|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora
OTU789	GSL|100.0|GQ159942|SH1522930.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae
OTU790	GS|100.0|HE687175|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae
OTU791	GS|100.0|KU536250|NA;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU792	GS|99.7|MH451225|NA;k:Fungi,p:Basidiomycota,c:Agaricomycetes	k:Fungi	k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU793	US|0.9690|KY322052|NA;k:Amoebozoa,p:Discosea	k:Fungi	No hit	k:Amoebozoa,p:Discosea
OTU794	GS|99.3|AB457273|SH1642951.08FU;k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Stevia,s:Stevia rebaudiana	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Stevia	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales,f:Asteraceae,g:Stevia,s:Stevia rebaudiana	k:Viridiplantae,p:Anthophyta,c:Eudicotyledonae,o:Asterales
